"consignee","sku","sku_group","uom","lower_uom","units_per_lowest_uom","net_weight","length","width","height","volume","transport_class","stock_category","storage_class","pollution_class","max_stack","orientation_constraint"
"WH1","S2023070700712460000","Confectionery","E","","","0.205","3","18","21","1134","N","THT","01","","",""
"WH1","S2023070700712470000","Chocolate","E","","","0.133","5","15","20","1500","N","THT","01","","",""
"WH1","S2023070700712500000","Chocolate","E","","","0.213","19","9","1","171","N","THT","01","","",""
"WH1","S2023070700712510000","Chocolate","E","","","0.213","19","9","1","171","N","THT","01","","",""
"WH1","S2023070700712540000","Meat, fish , crustacean & vegetrian ***","E","","","0.345","19","14.000000000000002","4","1064","N","THT","03","","",""
"WH1","S2023070700712560000","Parafarmacie","E","","","0.045","7.000000000000001","4","13","364","J","INSL","01","","",""
"WH1","S2023070700712750000","Confectionery","E","","","0.144","3","10","14.000000000000002","420","N","THT","01","","",""
"WH1","S2023070700712820000","Worldfood","E","","","0.318","8","8","9","576","J","THT","01","","",""
"WH1","S2023071000483010098","Dry fruit","E","","","0.141","12","12","6","864","N","THT","01","","",""
"WH1","S2023071000483170098","Dry fruit","E","","","0.216","12","12","8","1152","N","THT","01","","",""
"WH1","S2023071000488580098","Dry fruit","E","","","0.191","12","12","12","1728","N","THT","01","","",""
"WH1","S2023071000488590098","Dry fruit","E","","","0.216","12","12","6","864","N","THT","01","","",""
"WH1","S2023071000488670098","Dry fruit","E","","","0.166","12","12","6","864","N","THT","01","","",""
"WH1","S2023071000488680098","Dry fruit","E","","","0.216","12","12","6","864","J","THT","01","","",""
"WH1","S2023071000497020098","Dry fruit","E","","","0.191","12","12","6","864","N","THT","01","","",""
"WH1","S2023071000498970098","Dry fruit","E","","","0.216","12","12","6","864","J","THT","01","","",""
"WH1","S2023071000605640096","Wines","E","","","1.3","9","9","30","2430","N","INSL","01","","",""
"WH1","S2023071000712880000","Facial care","E","","","0.134","5","4","14.000000000000002","280","N","INSL","01","","",""
"WH1","S2023071000712900000","Facial care","E","","","0.11","5","4","14.000000000000002","280","N","INSL","01","","",""
"WH1","S2023071000712910000","Facial care","E","","","0.294","9","4","19","684","J","INSL","01","","",""
"WH1","S2023071000713030000","Dry fruit","E","","","0.216","12","12","6","864","J","THT","01","","",""
"WH1","S2023071000713100000","Pastas, rice and starch food","E","","","0.505","6","9","17","918","N","THT","01","","",""
"WH1","S2023071000713130000","Pastas, rice and starch food","E","","","0.535","6","13","17","1326","N","THT","01","","",""
"WH1","S2023071000713140000","Dental care","E","","","0.02","3","4","24","288","N","INSL","01","","",""
"WH1","S2023071000713180000","Dental care","E","","","0.053","3","8","24","576","N","INSL","01","","",""
"WH1","S2023071000713190000","Dental care","E","","","0.028","2","6","22","264","J","INSL","01","","",""
"WH1","S2023071000713210000","Dental care","E","","","0.025","2","6","22","264","N","INSL","01","","",""
"WH1","S2023071000713230000","Cats","E","","","0.768","10","17","10","1700","N","THT","01","","",""
"WH1","S2023071000713240000","Dental care","E","","","0.02","3","4","24","288","N","INSL","01","","",""
"WH1","S2023071000713250000","Aperitif snacks","E","","","0.095","5","7.000000000000001","23","805","J","THT","01","","",""
"WH1","S2023071000713270000","Aperitif snacks","E","","","0.095","5","7.000000000000001","23","805","N","THT","01","","",""
"WH1","S2023071000713280000","Aperitif snacks","E","","","0.095","5","7.000000000000001","23","805","N","THT","01","","",""
"WH1","S2023071000713290000","Aperitif snacks","E","","","0.095","5","7.000000000000001","23","805","N","THT","01","","",""
"WH1","S2023071100609440098","Dry fruit","E","","","0.156","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023071100678540098","Dry fruit","E","","","0.206","19","14.000000000000002","20","5320","N","THT","01","","",""
"WH1","S2023071100713320000","The surfaces","E","","","1.604","14.000000000000002","8","28.999999999999996","3248","J","INSL","01","","",""
"WH1","S2023071100713350000","Hot beverages","E","","","0.512","19","11","7.000000000000001","1463","J","THT","01","","",""
"WH1","S2023071100713360000","Confectionery","E","","","0.144","3","10","14.000000000000002","420","N","THT","01","","",""
"WH1","S2023071100713410000","Wines","E","","","1.2","9","9","30","2430","N","INSL","01","","",""
"WH1","S2023071100713500000","Biscuits","E","","","0.38","13","13","12","2027.9999999999998","N","THT","01","","",""
"WH1","S2023071100713530000","Haircare","E","","","0.342","7.000000000000001","5","20","700","N","INSL","01","","",""
"WH1","S2023071100713630000","Babyfood","E","","","0.49","6","12","8","576","N","THT","01","","",""
"WH1","S2023071100713650000","Bodycare","E","","","0.132","5","5","18","450","J","INSL","01","","",""
"WH1","S2023071100713660000","Bodycare","E","","","0.132","5","5","18","450","J","INSL","01","","",""
"WH1","S2023071200713720000","Alcohols","E","","","1.4","10","10","27","2700","N","INSL","01","","",""
"WH1","S2023071200713730000","Alcohols","E","","","1.4","9","9","27","2187","N","INSL","01","","",""
"WH1","S2023071200713740000","Mixers and Non alcoholic Spirits","E","","","1.19","8","8","31","1984","J","INSL","01","","",""
"WH1","S2023071200713780000","Confectionery","E","","","0.178","4","20","20","1600","J","THT","01","","",""
"WH1","S2023071200713790000","Worldfood","E","","","0.51","11","5","16","880","N","THT","01","","",""
"WH1","S2023071200713800000","Chocolate","E","","","0.2","4","15","15","900","J","THT","01","","",""
"WH1","S2023071200713830000","Worldfood","E","","","0.084","6","19","30","3420","J","THT","01","","",""
"WH1","S2023071200713840000","Worldfood","E","","","0.084","6","19","23","2622","J","THT","01","","",""
"WH1","S2023071200713850000","Biscuits","E","","","0.19","5","24","10","1200","N","THT","01","","",""
"WH1","S2023071200713910000","Wines","E","","","1.35","8","8","32","2048","N","INSL","01","","",""
"WH1","S2023071200713940000","Washing","E","","","1.057","11","7.000000000000001","28.000000000000004","2156","N","INSL","01","","",""
"WH1","S2023071200713950000","Biscuits","E","","","0.263","3","25","21","1575","J","THT","01","","",""
"WH1","S2023071200713980000","Chocolate","E","","","0.298","3","19","19","1083","N","THT","01","","",""
"WH1","S2023071200713990000","Aperitif snacks","E","","","0.16","5","10","28.000000000000004","1400","J","THT","01","","",""
"WH1","S2023071200714000000","Aperitif snacks","E","","","0.16","5","10","28.000000000000004","1400","J","THT","01","","",""
"WH1","S2023071300468160097","Snack, Pizza & Prepared meals ***","E","","","0.339","7.000000000000001","9","17","1071","N","THT","03","","",""
"WH1","S2023071300714060000","Italien specific","E","","","0.79","8","8","20","1280","N","THT","01","","",""
"WH1","S2023071300714090000","Parafarmacie","E","","","0.037","4","7.000000000000001","13","364","J","THT","01","","",""
"WH1","S2023071300714110000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","J","THT","01","","",""
"WH1","S2023071300714150000","Italien specific","E","","","0.48","7.000000000000001","7.000000000000001","17","833","N","THT","01","","",""
"WH1","S2023071300714160000","Hot beverages","E","","","0.053","6","10","10","600","N","THT","01","","",""
"WH1","S2023071300714170000","Hot beverages","E","","","0.055","6","10","10","600","J","THT","01","","",""
"WH1","S2023071300714220000","The kitchen","E","","","0.165","5","40","5","1000","N","INSL","01","","",""
"WH1","S2023071300714230000","The kitchen","E","","","0.28","7.000000000000001","14.000000000000002","7.000000000000001","686","N","INSL","01","","",""
"WH1","S2023071300714240000","Special Beers","E","","","2.18","10","31","25","7750","J","THT","01","","",""
"WH1","S2023071300714250000","The kitchen","E","","","0.573","6","15","14.000000000000002","1260","N","INSL","01","","",""
"WH1","S2023071300714320000","Snack, Pizza & Prepared meals ***","E","","","0.321","4","13","16","832","N","THT","03","","",""
"WH1","S2023071300714330000","Special Beers","E","","","2.847","23","13","23","6877","J","THT","01","","",""
"WH1","S2023071400714380099","Special Beers","E","","","2.32","12","12","23","3312","N","THT","01","","",""
"WH1","S2023071400714420000","Mens Care","E","","","0.086","4","6","11","264","J","INSL","01","","",""
"WH1","S2023071400714440000","Worldfood","E","","","0.318","8","8","9","576","N","THT","01","","",""
"WH1","S2023071700714600000","Special Beers","E","","","1.625","7.000000000000001","7.000000000000001","35","1715","N","THT","01","","",""
"WH1","S2023071700714670000","Special Beers","E","","","2.93","23","15","24","8280","N","THT","01","","",""
"WH1","S2023071800714880000","Special Beers","E","","","4.2","15","32","21","10080","N","THT","01","","",""
"WH1","S2023071800714920000","Alcohols","E","","","1.528","10","10","23","2300","N","INSL","01","","",""
"WH1","S2023071800714960000","Bodycare","E","","","0.531","8","15","21","2520","J","THT","01","","",""
"WH1","S2023071800714980000","Mens Care","E","","","0.2","5","8","18","720","J","INSL","01","","",""
"WH1","S2023071900715070000","Italien specific","E","","","0.16","18","10","18","3240","J","THT","01","","",""
"WH1","S2023071900715080000","Italien specific","E","","","0.16","11","7.000000000000001","18","1386","J","THT","01","","",""
"WH1","S2023071900715090000","Italien specific","E","","","0.16","11","7.000000000000001","18","1386","J","THT","01","","",""
"WH1","S2023071900715100000","Mens Care","E","","","0.034","3","10","11","330","N","INSL","01","","",""
"WH1","S2023071900715130000","Mens Care","E","","","0.116","4","11","21","924","N","INSL","01","","",""
"WH1","S2023071900715180000","Facial care","E","","","0.02","3","8","11","264","N","INSL","01","","",""
"WH1","S2023071900715190000","Confectionery","E","","","0.26","3","21","18","1134","N","THT","01","","",""
"WH1","S2023071900715230000","Fries & potatoe products ***","E","","","0.606","3","25","24","1800","J","THT","03","","",""
"WH1","S2023072000712520000","Cats","E","","","0.09","3","9","9","243","J","THT","01","","",""
"WH1","S2023072000715370000","Cats","E","","","0.768","7.000000000000001","14.000000000000002","14.000000000000002","1372","N","THT","01","","",""
"WH1","S2023072000715380000","Cats","E","","","0.094","7.000000000000001","7.000000000000001","4","196","J","THT","01","","",""
"WH1","S2023072000715420000","Chocolate","E","","","0.358","5","26","16","2080","J","THT","01","","",""
"WH1","S2023072400715580000","Chocolate","E","","","0.357","4","14.000000000000002","19","1064","N","THT","01","","",""
"WH1","S2023072400715590000","Haircare","E","","","0.279","4","9","18","648","N","INSL","01","","",""
"WH1","S2023072400715670000","Babycare","E","","","0.342","13","7.000000000000001","11","1000.9999999999999","N","INSL","01","","",""
"WH1","S2023072400715740000","Bodycare","E","","","0.081","5","5","11","275","J","INSL","01","","",""
"WH1","S2023072400715760000","Spreadables","E","","","0.4","8","8","10","640","N","THT","01","","",""
"WH1","S2023072500715810000","Baguettes & Rolls","E","","","0.4","66","3","3","594","N","INSL","03","","",""
"WH1","S2023072500716000000","Empties","E","","","8.8","40","30","24","28800","N","INSL","05","","",""
"WH1","S2023072500716090000","Facial care","E","","","0.01","8","11","2","176","N","INSL","01","","",""
"WH1","S2023072500716100000","Spreadables","E","","","0.4","8","8","10","640","N","THT","01","","",""
"WH1","S2023072500716110000","Meat, fish , crustacean & vegetrian ***","E","","","0.275","5","19","12","1140","N","THT","03","","",""
"WH1","S2023072600716220000","Washing","E","","","0.956","26","13","32","10816","J","INSL","01","","",""
"WH1","S2023072600716250000","Washing","E","","","0.431","19","10","14.000000000000002","2660","J","INSL","01","","",""
"WH1","S2023072600716540000","Fries & potatoe products ***","E","","","0.607","4","27","25","2700","N","THT","03","","",""
"WH1","S2023072600716590000","Snack, Pizza & Prepared meals ***","E","","","0.458","4","23","25","2300","N","THT","03","","",""
"WH1","S2023072600716600000","Aperitif snacks","E","","","0.242","5","15","20","1500","N","THT","01","","",""
"WH1","S2023072600716640000","The toilet","E","","","1.002","42","12","20","10080","J","INSL","01","","",""
"WH1","S2023072700716710000","Vegetables & Soups ***","E","","","0.456","4","22","24","2112","N","THT","03","","",""
"WH1","S2023072700716720000","Fries & potatoe products ***","E","","","0.607","4","30","25","3000","J","THT","03","","",""
"WH1","S2023072700716770000","Fries & potatoe products ***","E","","","0.757","4","30","25","3000","N","THT","03","","",""
"WH1","S2023072700716800000","Alcohols","E","","","1.175","9","9","24","1944","N","INSL","01","","",""
"WH1","S2023072700716820000","The kitchen","E","","","0.382","8","15","8","960","N","INSL","01","","",""
"WH1","S2023072800716890000","Aperitif snacks","E","","","0.205","3","14.000000000000002","20","840","N","THT","01","","",""
"WH1","S2023072800716900000","The surfaces","E","","","1.08","10","9","28.000000000000004","2520","N","INSL","01","","",""
"WH1","S2023072800716910000","The surfaces","E","","","1.08","10","9","28.000000000000004","2520","N","INSL","01","","",""
"WH1","S2023072800716920000","Snack, Pizza & Prepared meals ***","E","","","1.012","10","14.000000000000002","24","3360","J","THT","03","","",""
"WH1","S2023072800716930000","The surfaces","E","","","1.08","10","9","28.000000000000004","2520","N","INSL","01","","",""
"WH1","S2023072800716940000","Snack, Pizza & Prepared meals ***","E","","","1.012","10","14.000000000000002","30","4200","N","THT","03","","",""
"WH1","S2023072800716960000","Snack, Pizza & Prepared meals ***","E","","","1.012","10","14.000000000000002","30","4200","N","THT","03","","",""
"WH1","S2023073100717020000","Dry fruit","E","","","0.22","12","12","10","1440","N","THT","01","","",""
"WH1","S2023073100717040000","Flour and dessert preparation","E","","","0.276","6","15","27","2430","N","THT","01","","",""
"WH1","S2023073100717060000","Dry fruit","E","","","0.22","12","12","12","1728","N","THT","01","","",""
"WH1","S2023073100717070000","Dry fruit","E","","","0.215","12","12","6","864","N","THT","01","","",""
"WH1","S2023073100717080000","Dry fruit","E","","","0.215","12","12","6","864","N","THT","01","","",""
"WH1","S2023073100717090000","Dogs","E","","","2.648","13","25","32","10400","N","THT","01","","",""
"WH1","S2023073100717120000","Dry fruit","E","","","0.507","20","18","3","1080","N","THT","01","","",""
"WH1","S2023073100717130000","Dry fruit","E","","","0.501","21","18","3","1134","N","THT","01","","",""
"WH1","S2023073100717140000","Dry fruit","E","","","0.135","12","12","6","864","J","THT","01","","",""
"WH1","S2023080100717180000","Dry fruit","E","","","0.215","12","12","6","864","N","THT","01","","",""
"WH1","S2023080100717220000","Dry fruit","E","","","0.165","12","12","6","864","N","THT","01","","",""
"WH1","S2023080100717230000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080100717240000","Dry fruit","E","","","0.606","24","18","6","2592","N","THT","01","","",""
"WH1","S2023080100717250000","Dry fruit","E","","","0.606","24","18","6","2592","N","THT","01","","",""
"WH1","S2023080100717260000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","J","THT","01","","",""
"WH1","S2023080100717270000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080100717280000","Dry fruit","E","","","0.41","22","16","22","7744","N","THT","01","","",""
"WH1","S2023080100717290000","Dry fruit","E","","","0.41","9","18","23","3726","N","THT","01","","",""
"WH1","S2023080100717330000","Dry fruit","E","","","0.206","20","14.000000000000002","6","1680","J","THT","01","","",""
"WH1","S2023080100717340000","Dry fruit","E","","","0.216","12","12","9","1296","N","THT","01","","",""
"WH1","S2023080100717350000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","J","THT","01","","",""
"WH1","S2023080100717360000","Canned vegetables","E","","","0.495","8","8","11","704","N","THT","01","","",""
"WH1","S2023080100717410000","Dry fruit","E","","","0.41","23","16","23","8464","N","THT","01","","",""
"WH1","S2023080100717440000","Dry fruit","E","","","0.41","5","18","23","2070","N","THT","01","","",""
"WH1","S2023080100717460000","Dry fruit","E","","","0.41","9","18","23","3726","N","THT","01","","",""
"WH1","S2023080200717590000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080200717610000","Dry fruit","E","","","0.506","6","18","24","2592","J","THT","01","","",""
"WH1","S2023080200717620000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080200717630000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080200717790000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080200717850000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","J","THT","01","","",""
"WH1","S2023080200717860000","Dry fruit","E","","","0.206","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023080200717880000","Dry fruit","E","","","0.165","12","12","6","864","N","THT","01","","",""
"WH1","S2023080200717890000","Dry fruit","E","","","0.215","12","12","6","864","N","THT","01","","",""
"WH1","S2023080200717900000","Dry fruit","E","","","0.215","12","12","8","1152","N","THT","01","","",""
"WH1","S2023080200717910000","Chocolate","E","","","0.153","3","15","8","360","N","THT","01","","",""
"WH1","S2023080200717920000","Dry fruit","E","","","0.195","12","12","6","864","N","THT","01","","",""
"WH1","S2023080200717930000","Dry fruit","E","","","0.165","12","12","6","864","N","THT","01","","",""
"WH1","S2023080300630910098","Wines","E","","","3.24","13","13","24","4055.9999999999995","N","INSL","01","","",""
"WH1","S2023080300631260096","Wines","E","","","1.26","8","8","33","2112","N","INSL","01","","",""
"WH1","S2023080300717960000","Wines","E","","","1.38","8","8","32","2048","N","INSL","01","","",""
"WH1","S2023080400718010000","The toilet","E","","","0.444","5","10","20","1000","N","INSL","01","","",""
"WH1","S2023080400718030000","Chocolate","E","","","0.213","19","9","2","342","N","THT","01","","",""
"WH1","S2023080700718080000","Dry fruit","E","","","0.216","12","12","8","1152","N","THT","01","","",""
"WH1","S2023080700718120000","Snack, Pizza & Prepared meals ***","E","","","1.013","8","15","22","2640","N","THT","03","","",""
"WH1","S2023080700718130000","Snack, Pizza & Prepared meals ***","E","","","1.013","8","26","22","4576","N","THT","03","","",""
"WH1","S2023080700718280000","The surfaces","E","","","1.076","10","9","28.000000000000004","2520","N","INSL","01","","",""
"WH1","S2023080700718330000","The surfaces","E","","","1.08","10","9","28.000000000000004","2520","N","INSL","01","","",""
"WH1","S2023080700718390000","Champagnes & sparkling wines","E","","","1.645","10","10","36","3600","N","INSL","01","","",""
"WH1","S2023080800718470000","Fries & potatoe products ***","E","","","0.507","22","20","8","3520","J","THT","03","","",""
"WH1","S2023080800718620000","Fries & potatoe products ***","E","","","0.507","22","23","5","2530","J","THT","03","","",""
"WH1","S2023080800718660000","Condiments & sauces","E","","","0.53","8","8","11","704","N","THT","01","","",""
"WH1","S2023080800718670000","Condiments & sauces","E","","","1","10","10","14.000000000000002","1400","N","THT","01","","",""
"WH1","S2023080900561810098","The toilet","E","","","1.539","31","23","28.999999999999996","20677","N","INSL","01","","",""
"WH1","S2023080900561820097","The toilet","E","","","1.539","31","23","28.999999999999996","20677","N","INSL","01","","",""
"WH1","S2023080900718680000","The kitchen","E","","","0.29","4","7.000000000000001","14.000000000000002","392","N","INSL","01","","",""
"WH1","S2023080900718760000","Wines","E","","","1.28","9","9","30","2430","N","INSL","06","","",""
"WH1","S2023080900718770000","Chocolate","E","","","0.227","11","7.000000000000001","16","1232","N","THT","01","","",""
"WH1","S2023080900718780000","Chocolate","E","","","0.11","20","9","1","180","N","THT","01","","",""
"WH1","S2023080900718820000","The kitchen","E","","","0.325","8","14.000000000000002","8","896","N","INSL","01","","",""
"WH1","S2023081000718870000","Wines","E","","","1.364","8","8","30","1920","N","INSL","01","","",""
"WH1","S2023081000718880000","Chocolate","E","","","0.194","2","10","19","380","N","THT","01","","",""
"WH1","S2023081000718930000","Pastas, rice and starch food","E","","","0.096","4","10","15","600","J","THT","01","","",""
"WH1","S2023081000718940000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081000718970000","Pastas, rice and starch food","E","","","0.096","7.000000000000001","10","15","1050","N","THT","01","","",""
"WH1","S2023081000718980000","Dry fruit","E","","","0.208","20","15","5","1500","N","THT","01","","",""
"WH1","S2023081000718990000","Chocolate","E","","","0.202","6","14.000000000000002","20","1680","N","THT","01","","",""
"WH1","S2023081000719010000","Aperitif snacks","E","","","0.21","7.000000000000001","21","33","4851","N","THT","01","","",""
"WH1","S2023081600719220000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081600719230000","Dry fruit","E","","","0.208","20","16","5","1600","J","THT","01","","",""
"WH1","S2023081600719280000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081600719290000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081600719360000","Dry fruit","E","","","0.207","20","13","4","1040","N","THT","01","","",""
"WH1","S2023081600719390000","Wines","E","","","1.25","9","9","27","2187","N","INSL","01","","",""
"WH1","S2023081600719410000","Condiments & sauces","E","","","0.75","8","8","15","960","N","THT","01","","",""
"WH1","S2023081700719430000","Wine World","E","","","1.35","9","9","30","2430","N","INSL","01","","",""
"WH1","S2023081700719440000","Wine World","E","","","1.308","9","9","30","2430","J","INSL","01","","",""
"WH1","S2023081700719450000","Dry fruit","E","","","0.132","20","13","4","1040","N","THT","01","","",""
"WH1","S2023081700719460000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081700719470000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081700719480000","Parafarmacie","E","","","0.229","12","24","8","2304","N","INSL","01","","",""
"WH1","S2023081700719490000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081700719500000","Chocolate","E","","","0.354","5","25","18","2250","N","THT","01","","",""
"WH1","S2023081700719520000","Dry fruit","E","","","0.258","20","15","3","900","N","THT","01","","",""
"WH1","S2023081700719540000","Dry fruit","E","","","0.157","20","13","4","1040","N","THT","01","","",""
"WH1","S2023081700719550000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081700719560000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","J","THT","01","","",""
"WH1","S2023081700719570000","Dry fruit","E","","","0.207","20","14.000000000000002","4","1120","N","THT","01","","",""
"WH1","S2023081700719580000","Dry fruit","E","","","0.509","21","22","3","1386","J","THT","01","","",""
"WH1","S2023081700719590000","Parafarmacie","E","","","0.253","12","24","8","2304","N","INSL","01","","",""
"WH1","S2023081700719650000","Chocolate","E","","","0.355","5","27","18","2430","N","THT","01","","",""
"WH1","S2023081700719680000","Chocolate","E","","","0.353","5","25","18","2250","N","THT","01","","",""
"WH1","S2023081700719690000","Chocolate","E","","","0.355","5","28.000000000000004","18","2520","N","THT","01","","",""
"WH1","S2023081800626810098","The kitchen","E","","","0.298","7.000000000000001","13","7.000000000000001","637","N","INSL","01","","",""
"WH1","S2023081800719780000","Cats","E","","","0.094","7.000000000000001","7.000000000000001","4","196","J","THT","01","","",""
"WH1","S2023081800719840000","Juices","E","","","0.808","8","8","26","1664","N","THT","01","","",""
"WH1","S2023081800719850000","Bodycare","E","","","0.386","7.000000000000001","7.000000000000001","15","735","N","INSL","01","","",""
"WH1","S2023081800719930000","Bodycare","E","","","0.386","7.000000000000001","7.000000000000001","15","735","N","INSL","01","","",""
"WH1","S2023081800719940000","Juices","E","","","0.808","8","8","26","1664","J","THT","01","","",""
"WH1","S2023081800719950000","Bodycare","E","","","0.386","7.000000000000001","7.000000000000001","15","735","N","INSL","01","","",""
"WH1","S2023082100720280000","Bodycare","E","","","0.132","5","5","18","450","J","INSL","01","","",""
"WH1","S2023082100720310000","Aperitives","E","","","0.267","5","5","14.000000000000002","350","N","THT","01","","",""
"WH1","S2023082100720320000","Culinary assistances","E","","","0.095","18","5","3","270","N","THT","01","","",""
"WH1","S2023082100720350000","Fire making products","E","","","0.26","21","4","10","840","N","INSL","01","","",""
"WH1","S2023082100720370000","Fire making products","E","","","0.249","3","17","13","663","N","INSL","01","","",""
"WH1","S2023082100720380000","Fire making products","E","","","0.24","8","13","13","1352","N","INSL","01","","",""
"WH1","S2023082300720910099","Special Beers","E","","","1.4","14.000000000000002","14.000000000000002","12","2352","N","THT","01","","",""
"WH1","S2023082400721110000","Mens Care","E","","","0.128","4","9","16","576","J","INSL","01","","",""
"WH1","S2023082400721210000","Bodycare","E","","","0.107","4","11","22","968","N","INSL","01","","",""
"WH1","S2023082400721380000","Fire making products","E","","","0.906","9","17","13","1988.9999999999998","N","INSL","01","","",""
"WH1","S2023082500721610000","Soft-Drinks","E","","","1.61","8","10","25","2000","N","THT","01","","",""
"WH1","S2023082500721640000","Soft-Drinks","E","","","1.61","8","10","25","2000","N","THT","01","","",""
"WH1","S2023082800721690099","Mixers and Non alcoholic Spirits","E","","","1.573","11","9","18","1782","J","THT","01","","",""
"WH1","S2023082800721710099","Mixers and Non alcoholic Spirits","E","","","1.573","11","9","18","1782","J","THT","01","","",""
"WH1","S2023082800721730099","Mixers and Non alcoholic Spirits","E","","","1.573","11","9","18","1782","J","THT","01","","",""
"WH1","S2023082900721850000","Chocolate","E","","","0.55","5","22","22","2420","J","THT","01","","",""
"WH1","S2023082900721880000","Wines","E","","","1.21","8","8","31","1984","J","INSL","06","","",""
"WH1","S2023082900721970000","Hot beverages","E","","","0.393","8","8","15","960","N","THT","01","","",""
"WH1","S2023083000721980000","Culinary assistances","E","","","0.16","4","4","12","192","J","THT","01","","",""
"WH1","S2023083000721990000","Wines","E","","","1.3","7.000000000000001","7.000000000000001","33","1617","N","INSL","01","","",""
"WH1","S2023083000722000000","Biscuits","E","","","0.251","20","13","8","2080","N","THT","01","","",""
"WH1","S2023083000722010000","Biscuits","E","","","0.277","13","13","9","1521","N","THT","01","","",""
"WH1","S2023083000722290000","Culinary assistances","E","","","0.154","4","4","12","192","N","THT","01","","",""
"WH1","S2023083000722310000","Washing","E","","","0.094","4","25","7.000000000000001","700","N","INSL","01","","",""
"WH1","S2023083000722330000","Culinary assistances","E","","","0.124","4","4","12","192","J","THT","01","","",""
"WH1","S2023083000722340000","Culinary assistances","E","","","0.15","4","4","12","192","J","THT","01","","",""
"WH1","S2023083000722350000","Juices","E","","","1.61","8","10","25","2000","N","THT","01","","",""
"WH1","S2023083000722360000","Culinary assistances","E","","","0.153","4","4","12","192","J","THT","01","","",""
"WH1","S2023083000722370000","Juices","E","","","1.61","8","10","25","2000","N","THT","01","","",""
"WH1","S2023083000722380000","Culinary assistances","E","","","0.119","4","4","12","192","J","THT","01","","",""
"WH1","S2023083000722390099","Soft-Drinks","E","","","9.78","34","27","18","16524","N","THT","05","","",""
"WH1","S2023083000722420000","Bodycare","E","","","0.125","6","8","20","960","N","INSL","01","","",""
"WH1","S2023083000722430099","Soft-Drinks","E","","","9.78","27","18","34","16524","J","THT","05","","",""
"WH1","S2023083000722440000","Confectionery","E","","","0.353","3","16","22","1056","J","THT","01","","",""
"WH1","S2023083000722450000","Confectionery","E","","","0.353","3","16","22","1056","J","THT","01","","",""
"WH1","S2023083000722510000","Washing","E","","","1.552","8","11","31","2728","N","INSL","01","","",""
"WH1","S2023083100722560000","Milk UHT / fresh","E","","","1.045","8","8","21","1344","N","THT","01","","",""
"WH1","S2023083100722570000","Milk UHT / fresh","E","","","1.036","8","8","21","1344","N","THT","01","","",""
"WH1","S2023083100722580000","Wines","E","","","1.35","8","8","32","2048","J","INSL","01","","",""
"WH1","S2023083100722590000","Milk UHT / fresh","E","","","1.064","8","8","21","1344","N","THT","01","","",""
"WH1","S2023083100722630000","Culinary assistances","E","","","0.121","4","4","12","192","J","THT","01","","",""
"WH1","S2023083100722740000","Parafarmacie","E","","","0.123","4","6","15","360","N","INSL","01","","",""
"WH1","S2023090400722910099","Soft-Drinks","E","","","3.152","20","13","23","5980","N","THT","01","","",""
"WH1","S2023090500723210000","Wines","E","","","1.7","9","9","30","2430","N","INSL","01","","",""
"WH1","S2023090500723310000","Parafarmacie","E","","","0.072","4","5","14.000000000000002","280","J","INSL","01","","",""
"WH1","S2023090500723370000","Facial care","E","","","0.028","2","8","15","240","J","INSL","01","","",""
"WH1","S2023090500723400099","Soft-Drinks","E","","","9.78","27","18","34","16524","N","THT","05","","",""
"WH1","S2023090500723410099","Soft-Drinks","E","","","9.78","27","18","34","16524","N","THT","05","","",""
"WH1","S2023090500723420000","Facial care","E","","","0.018","2","8","12","192","N","INSL","01","","",""
